MutationType	CPCT02070032T	CPCT02060045T	CPCT02020310T	CPCT02020323T	CPCT02140007T	CPCT02140011T	CPCT02020348T	CPCT02020357T	CPCT02020351T	CPCT02140020T	CPCT02010399T	CPCT02020370T	CPCT02140023T	CPCT02140022T	CPCT02020378T	CPCT02010415T	CPCT02070021T	CPCT02070024T	CPCT02020380T	CPCT02070023T	CPCT02020386T	CPCT02020387T	CPCT02020388T	CPCT02040046T	CPCT02070036T	CPCT02070035T	CPCT02020394T	CPCT02140026T	CPCT02140029T	CPCT02140030T	CPCT02020656TII	CPCT02011011T	CPCT02070269T	CPCT02330130T	CPCT02070256T	CPCT02070425T	CPCT02080281T	CPCT02070270T	CPCT02390037T	CPCT02140098T	CPCT02020888T	CPCT02340055T	CPCT02070430T	CPCT02050418T	CPCT02340108T	CPCT02100137T	CPCT02070433T	CPCT02070264T	CPCT02070420T	DRUP01070028TII	CPCT02080180T	CPCT02070446T	CPCT02020704TII	CPCT02220031T	DRUP01070071T	CPCT02140102T	CPCT02070280T	CPCT02100194T	CPCT02070268T	CPCT02011043T	CPCT02070449T	CPCT02340056T	CPCT02070450T	CPCT02220069T	CPCT02070452T	DRUP01070038T	CPCT02150043T	CPCT02090033T	CPCT02070426T	CPCT02150047T	CPCT02070125T	CPCT02190054T	CPCT02130169T	CPCT02020918T	CPCT02070459T	CPCT02140055T	DRUP01070028T	CPCT02160061T	CPCT02020656T	CPCT02020931T	CPCT02070106T	CPCT02070289T	CPCT02210043T	CPCT02010753T	CPCT02020924T	CPCT02070293T	CPCT02020938T	CPCT02200006T	CPCT02020658T	CPCT02070292T	CPCT02070055TII	CPCT02070466T	CPCT02070454T	CPCT02010762T	CPCT02260016T	CPCT02350020T	CPCT02070295T	CPCT02020942T	CPCT02140060T	CPCT02310008T	CPCT02070300T	CPCT02160062T	CPCT02070473T	CPCT02070468T	CPCT02300052T	CPCT02070301T	CPCT02430002T	CPCT02070474T	CPCT02070472T	DRUP01070036T	CPCT02150052T	CPCT02070307T	CPCT02330099T	CPCT02070263T	DRUP01050020T	CPCT02020678T	CPCT02020673T	WIDE01010113T	CPCT02050442T	CPCT02020968T	CPCT02020970T	CPCT02060294T	CPCT02070478T	CPCT02140065T	CPCT02210085T	CPCT02390044T	CPCT02050443T	CPCT02070306T	CPCT02070481T	CPCT02070482T	DRUP01140005T	CPCT02220082T	CPCT02020687T	CPCT02070484T	CPCT02020686T	CPCT02070486T	CPCT02070483T	CPCT02070487T	CPCT02040342T	CPCT02020977T	CPCT02070312T	CPCT02040343T	CPCT02290031T	CPCT02150008T	CPCT02370013TII	CPCT02100202T	CPCT02100203T	CPCT02070466TII	WIDE01010214T	WIDE01010215T	WIDE01010234T	CPCT02110083T	CPCT02070315T	DRUP01070026TII	CPCT02020981T	CPCT02140067T	CPCT02350003T	CPCT02070490T	WIDE01010283T	CPCT02020982T	CPCT02020975T	WIDE01010323T	CPCT02070208T	CPCT02070064TII	CPCT02140041TIV	CPCT02020704T	CPCT02040249T	CPCT02020924TII	WIDE01010383T	CPCT02070335T	CPCT02230091T	CPCT02230102T	DRUP01050049T	CPCT02020715T	CPCT02340086T	CPCT02020731T	CPCT02370027T	WIDE01010246T	CPCT02070139T	CPCT02070318T	CPCT02290038T	CPCT02070147TII	WIDE01010453T	DRUP01070042T	CPCT02030488T	CPCT02010840T	CPCT02070339T	CPCT02070338T	CPCT02230108T	CPCT02030380TII	CPCT02070345T	CPCT02070350T	CPCT02010875T	CPCT02010877T	CPCT02070359T	CPCT02070307TII	CPCT02010885T	CPCT02010857T	CPCT02090058T	WIDE01010611T	CPCT02070364T	CPCT02140075T	CPCT02010889T	CPCT02060249T	CPCT02020760T	CPCT02020780T	CPCT02070367T	CPCT02050389T	CPCT02070368T	CPCT02150019T	CPCT02300046T	CPCT02070130T	CPCT02070362T	CPCT02070361T	CPCT02140041TIII	CPCT02140081T	CPCT02020804T	CPCT02040280T	CPCT02070370T	CPCT02040283T	CPCT02050108T	CPCT02050391T	CPCT02130146T	CPCT02070378T	CPCT02070383T	CPCT02070379T	CPCT02340099T	CPCT02070274T	CPCT02070388T	CPCT02010361T	CPCT02070389T	CPCT02330125T	CPCT02070391T	CPCT02020827T	CPCT02150031T	DRUP01070052T	CPCT02010947T	DRUP01070020TII	DRUP01010097T	CPCT02030545T	CPCT02140086T	CPCT02070395T	CPCT02440017T	CPCT02040294T	CPCT02070392T	CPCT02070107TII	CPCT02010958T	CPCT02100189T	CPCT02080078TII	CPCT02020847T	DRUP01070055T	CPCT02010654T	CPCT02010973T	CPCT02070130TII	CPCT02070064TIII	CPCT02070196T	CPCT02070398T	CPCT02010971T	DRUP01070057T	CPCT02050268T	CPCT02020678TII	CPCT02010978T	CPCT02210074T	CPCT02070402T	CPCT02070236T	CPCT02070217T	DRUP01010040T	CPCT02010692TII	CPCT02030380T	CPCT02220064T	CPCT02020596T	CPCT02011000T	CPCT02010998T	CPCT02070409T	CPCT02011002T	CPCT02040295T	CPCT02330129T	CPCT02040280TII	CPCT02020610T	CPCT02011003T	CPCT02070211T	CPCT02120057T	CPCT02070218T	CPCT02070416T	CPCT02210075T	CPCT02070415T	CPCT02011010T	CPCT02011012T	CPCT02070092T	CPCT02011005T	CPCT02140050T	CPCT02070235T	CPCT02340038T	CPCT02020620T	CPCT02140041TII	CPCT02070223T	CPCT02070229T	CPCT02070206T	CPCT02230052T	CPCT02140054T	CPCT02020628T	CPCT02140052T	CPCT02020560T	CPCT02070233T	CPCT02070234T	CPCT02070148T	CPCT02070142T	CPCT02070133T	CPCT02070145T	CPCT02070143T	CPCT02070141T	CPCT02010537T	CPCT02070140T	CPCT02330029T	CPCT02070158T	CPCT02010585T	CPCT02080110T	CPCT02070144T	CPCT02070107T	CPCT02380009T	CPCT02260001T	CPCT02070164T	CPCT02140045T	DRUP01070015T	CPCT02020525T	CPCT02070151T	CPCT02070174T	CPCT02020351TII	CPCT02070161T	CPCT02070105T	CPCT02070176T	CPCT02380014T	CPCT02070192T	CPCT02070193T	CPCT02020543T	CPCT02070181T	CPCT02070195T	CPCT02070027T	CPCT02330044T	CPCT02070153T	CPCT02210026T	CPCT02070200T	CPCT02070202T	CPCT02010629T	DRUP01070020T	CPCT02070049T	CPCT02070046T	DRUP01140001T	CPCT02020422T	CPCT02030300T	CPCT02070037T	CPCT02020380TII	CPCT02020409T	CPCT02100041T	CPCT02070055T	CPCT02070064T	CPCT02070074T	CPCT02020419T	CPCT02070068T	CPCT02020449T	CPCT02140038T	CPCT02010389T	CPCT02070080T	CPCT02290006T	CPCT02070069TII	CPCT02070069T	CPCT02070087T	CPCT02010490T	CPCT02080078T	CPCT02140040T	CPCT02070082T	DRUP01070008T	CPCT02070091T	CPCT02070075T	CPCT02070100T	DRUP01140002T	CPCT02020476T	CPCT02070117T	CPCT02140041T	CPCT02070101T	CPCT02070127T	CPCT02020494T	CPCT02020502T	CPCT02020500T	CPCT02040107T	CPCT02020313T	CPCT02070131T	CPCT02070135T	CPCT02140025T	CPCT02070134T	CPCT02020501T	CPCT02070085TII	DRUP01070026T	CPCT02070245T	CPCT02070241T	CPCT02070253T	CPCT02070250T	CPCT02070252T	CPCT02070220T	CPCT02120074T	CPCT02220030T	CPCT02010692T	CPCT02010695T	CPCT02010711T	CPCT02070266T	CPCT02070023TII	WIDE01010628T	CPCT02020938TII	WIDE01010484T	CPCT02070444T	CPCT02070444TII	WIDE01010585T	WIDE01010642T	WIDE01010668T	WIDE01010537T
3:Ins:R:4	0	1	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	4	0	18	0	13	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	12	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	24	0	1	0	0	0	0	0	0	6	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	12	1	0	0	0	0	0	0	0	2	0	6	0	1	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	2	0	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	11	0	1	0	0	0	0	0	19	0	0	0	0	17	2	1	0	0	0	0	0	0	0
3:Ins:R:5	1	3	1	16	0	1	0	1	1	4	1	0	0	5	2	0	0	53	0	88	0	129	0	0	1	2	0	0	1	2	0	1	0	2	1	4	0	2	1	1	1	0	3	1	1	0	2	3	0	0	2	0	75	1	1	0	0	0	2	1	0	2	4	0	1	8	0	4	0	1	2	2	1	0	0	0	0	1	0	0	0	0	1	1	1	1	2	0	0	0	0	0	1	0	4	1	0	0	1	2	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	2	0	0	0	0	1	60	1	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	114	1	0	0	1	0	0	1	0	0	2	1	67	0	0	3	1	0	1	58	1	0	1	0	3	1	1	1	0	0	68	1	2	0	1	0	0	0	0	0	2	1	0	0	4	0	1	2	0	1	0	0	1	0	1	1	1	2	1	1	0	0	0	1	3	1	0	0	2	139	0	2	1	0	1	1	1	3	94	0	0	1	0	0	4	3	1	0	1	1	2	0	1	3	0	0	2	0	47	1	1	2	2	3	0	0	0	1	0	0	0	1	0	1	1	0	2	0	2	0	1	1	0	1	1	0	2	1	0	0	1	0	1	1	0	0	2	0	0	0	0	2	3	0	4	0	0	3	0	1	0	2	1	1	1	1	0	0	0	65	1	0	1	4	0	0	2	0	12	0	85	1	0	0	1	0	0	3	2	72	0	0	0	1	1	0	0	1	1	3	1	10	1	0	6	3	0	1	0	2	1	2	2	3	1	0	2	0	0	0	0	1	1	1	0	0	0	1	89	0	1	0	3	1	1	0	0	1	0	1	5	0	1	15	0	0	1	1	0	85	0	2	0	2	1	0	0	144	1	2	0	3	101	4	2	0	0	0	1	0	1	2
4:Ins:R:0	1	2	6	6	5	5	0	10	6	7	6	4	6	61	8	6	3	51	4	233	6	113	13	10	10	3	5	3	7	8	6	3	1	9	7	14	3	7	3	8	4	2	1	2	4	4	6	5	2	10	13	2	149	9	10	3	6	2	6	4	4	9	5	11	2	77	5	10	1	5	10	13	11	4	5	5	5	3	3	7	8	2	13	15	3	4	9	2	4	2	23	4	3	5	4	5	6	4	6	6	4	2	6	3	6	10	3	2	1	9	20	6	5	4	6	8	6	8	10	7	10	9	2	8	5	9	191	1	7	2	5	4	5	4	8	10	10	4	2	1	5	8	3	5	7	2	4	4	10	14	4	4	1	128	0	8	2	4	5	2	5	1	4	14	3	137	5	2	3	6	2	7	153	9	5	6	3	12	15	5	5	12	4	93	9	13	2	10	9	6	6	6	6	10	6	4	6	11	1	12	5	5	9	2	4	3	3	7	7	15	16	7	6	5	7	4	4	3	4	13	3	15	163	8	6	1	3	7	4	10	5	137	5	6	8	7	4	44	12	9	3	2	10	20	6	4	12	6	6	7	4	72	1	9	5	5	5	5	4	6	4	3	3	4	6	5	10	5	6	11	4	9	3	3	6	3	3	21	6	20	9	3	17	6	3	5	3	4	7	6	9	2	9	8	6	12	3	5	4	2	9	6	2	6	2	8	6	6	12	4	10	7	131	8	5	9	0	2	3	3	3	104	1	63	6	2	0	3	4	1	6	5	58	12	8	4	3	9	8	2	5	8	11	3	119	6	2	77	7	2	4	2	15	2	15	6	7	4	3	4	7	13	8	6	2	2	6	12	8	1	2	199	2	4	2	7	11	4	4	8	3	5	3	4	6	10	14	4	0	3	5	7	75	8	5	5	6	7	7	3	229	8	4	5	5	228	13	11	4	1	7	10	4	1	8
4:Ins:R:1	2	2	0	1	1	0	0	2	1	1	2	5	3	9	1	3	6	4	2	17	0	10	4	2	2	0	1	3	2	3	0	1	6	1	1	5	0	4	2	8	4	3	3	3	1	2	2	2	0	3	5	4	8	3	6	0	0	1	7	3	2	1	9	7	2	9	1	0	4	3	4	5	7	3	4	2	2	1	2	3	4	2	6	3	3	0	3	2	1	1	2	2	0	2	4	2	3	7	12	2	2	2	2	3	2	3	2	0	1	1	13	3	3	3	5	4	1	2	2	2	2	4	3	1	1	2	16	2	6	0	3	1	0	0	2	3	3	0	1	1	8	0	4	0	3	2	0	4	1	2	6	1	0	20	2	0	0	4	0	0	1	3	0	0	2	9	1	2	0	0	2	0	14	3	4	2	2	3	1	2	1	1	1	9	3	3	1	7	0	2	3	4	3	3	4	4	1	2	4	0	4	5	1	1	1	2	1	4	3	3	4	1	6	3	1	1	0	1	6	2	1	1	19	3	0	2	6	1	2	6	3	7	2	3	2	4	2	16	5	1	3	1	4	4	5	2	1	2	4	1	1	5	1	3	0	3	2	1	5	3	5	1	3	4	2	1	2	5	2	2	0	1	6	1	2	0	3	3	2	4	4	2	7	2	1	1	3	1	5	1	0	1	3	1	3	5	2	4	0	3	3	1	2	2	1	2	4	0	3	2	2	8	11	2	2	2	2	0	0	1	2	18	2	2	4	1	3	1	1	2	5	3	4	3	1	2	1	5	1	0	1	2	10	1	17	1	1	14	4	1	2	3	3	2	0	0	1	1	4	2	4	3	5	1	0	0	2	4	3	4	3	21	0	1	4	3	2	5	0	6	1	2	1	6	1	1	1	8	3	1	2	0	7	6	1	6	1	1	1	0	23	4	3	0	3	32	5	4	3	0	2	4	4	0	3
4:Ins:R:2	0	0	1	0	0	0	0	0	0	1	1	0	0	3	1	0	0	3	0	21	0	13	0	0	1	0	0	2	0	1	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	2	16	0	0	0	1	0	0	1	0	1	1	2	0	10	1	0	1	0	0	0	2	0	1	0	1	0	1	0	0	0	1	4	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	6	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	17	1	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	8	1	1	0	0	0	0	0	0	0	0	12	1	0	0	1	2	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	0	0	1	1	2	16	0	0	0	1	1	0	0	0	18	0	2	0	0	0	5	1	2	0	0	2	0	1	0	2	0	0	3	0	6	1	3	0	0	2	1	0	0	1	2	1	0	0	1	2	0	1	3	0	0	1	0	0	0	1	0	0	0	1	1	11	0	0	0	0	0	0	0	0	1	1	2	0	0	0	2	0	0	2	1	0	1	0	0	0	0	2	1	0	0	10	2	0	1	2	0	0	0	0	13	0	6	0	1	0	0	0	0	1	1	8	1	0	0	0	2	1	0	0	0	1	0	12	1	0	4	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	1	2	1	0	0	0	0	1	0	0	2	2	3	0	1	0	0	8	0	0	1	0	1	0	0	27	0	1	2	2	24	5	0	0	0	0	2	1	0	0
4:Ins:R:3	0	0	0	2	0	1	0	0	0	0	0	0	0	7	1	1	1	8	0	42	0	22	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	1	0	1	0	2	0	0	10	1	0	0	0	0	0	0	1	0	2	1	0	6	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	27	0	1	0	0	0	0	0	0	0	1	0	12	1	0	0	1	0	0	13	0	2	0	0	1	0	1	0	1	0	13	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	1	25	0	0	0	0	1	0	0	1	20	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	27	0	1	0	0	0	0	0	0	8	1	23	0	0	0	0	0	0	1	1	8	0	0	0	1	0	1	0	1	0	0	1	10	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	25	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	14	0	0	0	1	0	0	0	50	2	1	0	2	38	1	1	0	0	0	0	0	0	1
4:Ins:R:4	1	0	2	2	1	1	1	0	0	1	0	0	1	1	0	0	0	13	0	51	0	31	0	1	1	1	0	0	2	1	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	32	0	1	0	1	0	0	1	0	1	0	0	0	4	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	1	0	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	1	3	1	1	4	30	0	1	0	1	0	0	1	0	1	2	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	42	0	1	1	1	0	0	1	0	0	1	0	31	0	0	0	0	0	0	26	0	0	0	0	0	0	2	0	1	0	19	1	0	1	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	2	1	0	0	1	48	1	0	0	1	1	0	0	0	34	0	0	1	0	0	3	0	1	1	0	0	1	1	1	0	0	0	1	0	18	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	1	1	0	0	0	0	26	0	2	1	0	0	1	0	0	9	1	23	1	0	0	0	0	0	3	2	13	1	0	0	1	0	1	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	1	2	3	0	1	0	1	2	0	0	0	0	0	0	0	0	37	0	0	0	1	1	0	0	2	0	0	1	2	1	0	7	0	1	1	0	0	16	0	2	0	1	0	0	2	85	1	2	0	6	39	2	0	0	0	1	0	0	0	1
4:Ins:R:5	1	1	1	1	1	1	0	3	0	0	0	0	0	2	1	0	1	11	1	18	0	26	3	1	1	0	0	1	2	2	0	1	0	1	0	1	0	0	0	1	1	0	0	2	0	0	1	0	0	1	2	1	18	1	0	0	0	0	1	1	0	0	3	0	1	3	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	2	1	0	1	1	0	1	1	3	0	0	1	0	1	2	1	1	0	1	0	0	2	0	3	0	1	0	1	1	2	0	0	1	0	1	1	0	1	4	3	1	1	0	1	13	0	0	0	0	0	2	0	0	2	1	1	1	0	0	2	0	1	0	0	0	0	2	1	0	1	1	34	1	0	0	0	1	0	0	2	0	0	1	18	0	1	1	1	3	0	12	0	0	0	2	0	0	2	1	0	1	16	1	0	0	1	0	0	0	2	1	3	0	3	0	2	1	2	0	0	0	0	0	1	0	0	1	1	4	0	2	1	1	4	0	0	0	0	0	2	53	0	0	2	0	3	1	0	1	16	0	1	0	0	2	2	0	0	0	3	0	3	2	1	0	0	0	2	0	9	3	0	0	1	0	0	1	0	1	0	0	2	0	0	1	2	0	2	1	0	0	0	0	2	2	1	1	2	0	0	2	2	0	1	2	1	3	1	0	0	0	0	1	3	1	1	1	1	3	2	0	0	0	2	1	0	0	2	0	0	14	1	0	0	0	0	1	0	1	3	1	14	0	3	1	0	2	0	3	2	17	1	0	0	1	1	1	0	1	5	0	0	2	1	0	1	1	0	1	1	1	1	2	0	0	0	0	1	0	1	2	0	0	0	1	0	0	2	0	18	2	0	0	2	4	0	0	2	0	0	1	1	0	0	4	0	1	0	0	1	18	0	0	0	0	0	1	1	45	0	0	1	6	27	1	1	0	0	0	2	0	0	0
5:Ins:R:0	27	25	20	73	31	44	22	32	18	37	30	24	61	172	38	56	33	132	35	657	31	282	63	32	30	13	11	27	25	26	27	20	21	17	45	26	15	27	29	74	12	48	15	22	16	43	17	57	19	30	54	16	331	102	58	17	40	7	42	22	17	56	18	56	14	172	14	46	26	14	53	25	80	18	26	33	160	22	59	22	72	56	90	102	13	46	21	17	27	88	84	26	11	30	36	34	34	12	40	30	33	9	21	18	16	91	20	18	15	149	88	48	52	61	61	55	92	28	20	17	21	31	22	42	24	18	537	38	10	8	133	11	32	15	59	20	14	11	23	13	27	23	64	67	89	10	16	33	13	33	26	15	59	470	10	47	79	14	9	20	30	22	100	130	32	364	30	17	25	26	32	35	429	33	43	95	117	48	87	50	54	184	19	236	19	75	33	41	27	77	45	30	53	34	58	28	32	32	28	15	18	52	37	23	22	45	27	77	49	91	25	38	37	32	83	61	24	47	80	63	63	60	547	36	47	57	45	30	49	41	42	357	55	80	27	28	35	448	61	63	53	47	91	189	118	126	40	47	64	45	40	224	35	60	73	91	57	31	38	38	58	64	15	32	46	26	148	41	86	34	86	36	18	24	25	17	40	85	75	89	113	39	139	15	6	38	12	20	77	53	61	42	32	40	327	64	53	77	30	38	66	62	38	36	36	16	15	24	49	27	25	21	263	28	27	22	13	16	14	22	28	268	35	178	23	22	28	29	42	6	35	65	163	62	68	23	63	93	91	89	95	74	86	85	684	28	23	169	31	19	19	39	71	38	61	15	41	21	35	29	15	26	22	28	18	16	14	22	21	8	13	503	15	12	15	21	55	27	17	34	16	18	10	39	21	19	73	18	20	9	62	140	170	42	70	56	22	23	71	64	516	65	52	40	66	769	55	21	21	14	30	58	20	17	8
5:Ins:R:1	5	17	7	6	6	8	5	12	24	10	11	11	6	16	22	9	5	12	10	47	10	37	12	4	6	2	6	13	6	13	6	7	13	6	5	6	5	10	6	80	9	6	9	11	7	12	4	12	11	4	13	5	30	23	44	2	9	5	35	6	12	3	20	12	7	20	5	5	9	7	24	22	47	6	19	2	2	8	7	8	13	4	10	45	12	9	8	9	5	7	31	9	6	19	3	12	10	6	19	3	7	6	8	7	11	39	10	6	4	4	81	9	6	5	26	9	15	6	8	10	6	12	7	7	9	8	63	7	14	4	10	2	1	8	8	12	6	8	8	3	21	9	7	13	6	4	6	8	8	12	11	6	5	27	9	10	2	2	3	11	5	10	3	5	12	37	7	10	11	8	9	7	51	11	6	8	8	20	6	12	7	6	3	16	3	18	7	18	6	18	18	7	10	7	12	9	10	6	8	7	3	10	4	3	5	11	2	9	7	10	8	9	15	16	12	9	2	13	35	8	6	8	63	10	4	5	7	3	5	41	19	29	6	26	2	20	12	12	17	15	7	5	5	37	17	6	6	7	4	6	4	17	7	12	3	5	13	2	20	24	15	7	4	12	7	4	11	11	19	21	9	13	10	6	5	2	23	12	11	27	19	26	82	17	0	9	12	2	18	9	7	5	8	15	9	10	7	17	3	15	16	8	13	3	4	7	5	8	41	8	9	9	23	15	4	8	14	4	4	8	13	20	7	22	11	3	1	18	5	9	17	8	11	9	15	3	12	13	9	5	11	11	16	9	31	21	4	20	7	10	12	8	40	17	18	3	15	10	8	7	12	13	18	13	5	4	8	8	3	8	8	50	4	2	12	14	23	5	9	20	6	8	8	12	7	8	8	10	6	7	5	5	13	7	9	5	3	3	8	2	44	9	13	9	7	59	36	9	9	6	10	9	8	6	11
5:Ins:R:2	0	1	0	2	0	0	0	1	0	2	1	0	0	2	3	0	0	6	1	23	1	10	1	3	2	0	0	4	4	0	0	1	1	0	1	1	0	0	2	11	1	1	0	0	0	1	0	2	0	2	0	0	10	2	6	1	0	2	1	1	1	0	0	1	0	1	0	2	1	0	1	1	3	1	1	0	3	2	0	0	2	0	1	2	1	1	2	0	0	2	5	0	0	1	1	0	0	0	0	0	1	0	0	2	0	7	0	0	0	2	9	1	2	0	4	1	1	0	0	0	0	2	2	0	0	0	17	0	0	0	0	0	1	3	1	1	1	0	0	0	0	1	1	0	3	0	1	2	0	1	0	0	0	11	1	1	0	1	2	0	1	2	0	0	0	11	0	1	0	0	1	0	12	1	1	0	2	2	1	2	0	0	0	8	0	1	2	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	1	1	1	1	1	0	0	1	0	2	0	1	0	0	1	0	4	0	0	0	15	2	1	0	1	0	0	0	0	6	1	2	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	4	0	3	0	1	1	4	1	2	1	0	0	2	0	0	1	1	1	0	2	0	0	0	0	1	3	2	0	3	3	2	6	0	0	0	2	0	4	1	0	4	1	2	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	9	3	1	0	1	1	0	0	1	7	0	6	0	2	1	0	2	0	1	1	5	0	0	0	0	1	1	0	1	1	0	2	6	0	0	3	1	0	1	2	2	0	5	0	3	0	3	0	1	2	3	0	2	0	1	0	0	0	0	18	0	0	0	1	6	1	0	1	0	0	1	3	1	1	0	2	1	0	0	0	5	0	1	2	2	0	1	0	21	0	1	0	1	24	4	2	0	0	1	0	0	1	0
5:Ins:R:3	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	7	0	7	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	11	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	1	0	2	0	0	0	0	1	0	0	1	7	0	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	0	1	0	1	1	0	1	0	0	2	1	2	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	5	0	0	0	0	0	0	0	0	5	0	0	0	0	1	2	0	1	1	1	0	2	0	0	1	0	0	0	1	2	0	0	0	1	2	1	0	0	0	0	0	2	0	0	1	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	1	0	1	0	3	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	7	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	14	0	0	1	0	8	0	1	0	0	1	1	0	0	1
