MutationType	SP1086	SP1003	SP1677	SP1305	SP963	SP1144	SP1132	SP1712	SP1114	SP1431	SP975	SP1059	SP1419	SP1009	SP1724	SP96136	SP967	SP1781	SP1174	SP953	SP1377	SP1365	SP1491	CPCT02060013T	CPCT02100026T	CPCT02070020T	CPCT02030269T	CPCT02010944TIII	CPCT02020867T	CPCT02070272T	CPCT02020648T	CPCT02020362T	CPCT02440020T	CPCT02210077T	CPCT02070445T	CPCT02020894T	CPCT02020896T	CPCT02140101T	CPCT02210040T	DRUP01010020T	CPCT02020902T	CPCT02070443T	CPCT02080295T	CPCT02020916T	CPCT02020915T	CPCT02160036T	CPCT02120184T	CPCT02050315T	CPCT02120182T	CPCT02020940T	CPCT02010712T	CPCT02070294T	CPCT02070299T	CPCT02050437T	CPCT02050436T	CPCT02020952T	CPCT02020642TII	CPCT02020958T	CPCT02020684T	WIDE01010111T	CPCT02020958TII	CPCT02020972T	CPCT02020971T	CPCT02330103T	WIDE01010148T	CPCT02070480T	CPCT02360014T	CPCT02140107T	CPCT02070485T	WIDE01010202T	CPCT02020583TII	CPCT02020703T	CPCT02020973T	CPCT02020940TII	WIDE01010230T	CPCT02320002T	CPCT02050351T	CPCT02020979T	CPCT02080315T	CPCT02120203T	DRUP01050023T	CPCT02020983T	CPCT02140034T	WIDE01010280T	CPCT02020984T	CPCT02070154TII	CPCT02020986T	CPCT02020988T	CPCT02050445T	CPCT02070331T	CPCT02020989T	CPCT02050356T	WIDE01010412T	CPCT02140110T	CPCT02020717T	CPCT02130095T	DRUP01030012T	CPCT02070336T	CPCT02070332T	CPCT02050371T	CPCT02100178T	CPCT02020767T	CPCT02140072T	CPCT02060112T	CPCT02170032T	DRUP01070046T	WIDE01010565T	CPCT02020787T	CPCT02020778T	CPCT02050385T	CPCT02130142T	CPCT02020800T	CPCT02050395T	DRUP01070048T	CPCT02020817T	CPCT02080263T	CPCT02010944T	CPCT02020832T	CPCT02050351TII	CPCT02120168T	CPCT02440016T	CPCT02010935T	CPCT02010963T	CPCT02070401T	CPCT02230056T	CPCT02040169T	CPCT02020859T	CPCT02020633TII	CPCT02020621TII	CPCT02020586T	CPCT02070237T	CPCT02080273T	CPCT02070410T	CPCT02020600T	CPCT02010963TII	CPCT02120056T	CPCT02020840T	CPCT02040164T	CPCT02070244T	CPCT02020619T	CPCT02020633T	CPCT02010663T	CPCT02020614T	CPCT02290020T	CPCT02020632T	CPCT02050103T	CPCT02100072T	CPCT02100076T	CPCT02100077T	CPCT02070154T	CPCT02330034T	CPCT02070156T	CPCT02070162T	CPCT02070172T	CPCT02070188T	CPCT02270003T	CPCT02160026T	CPCT02070149T	CPCT02080119T	CPCT02110041T	CPCT02050216T	CPCT02070194T	CPCT02330046T	CPCT02070204T	CPCT02120020T	CPCT02260007T	CPCT02020583T	CPCT02070041T	CPCT02070043T	CPCT02050086T	CPCT02070044T	CPCT02220005T	CPCT02070057T	CPCT02330015T	CPCT02140037T	CPCT02070096T	CPCT02040064T	CPCT02070094T	CPCT02070102T	CPCT02050124T	CPCT02060073T	CPCT02060082T	CPCT02040105T	CPCT02010665T	CPCT02020629T	CPCT02080164T	CPCT02120080T	CPCT02050289T	CPCT02050297T	WIDE01010621T	WIDE01010461T	CPCT02120204T	CPCT02120206T	WIDE01010518T	CPCT02020991T	WIDE01010609T	CPCT02020993T	WIDE01010723T
Del3:U3:R3	0	2	1	0	1	2	1	0	1	0	3	3	7	0	2	6	1	2	2	1	1	1	0	4	1	5	2	4	2	4	3	3	3	2	3	3	1	2	4	67	6	3	6	0	3	2	1	0	2	1	6	1	3	2	1	4	3	1	1	4	0	4	0	2	3	3	2	1	6	4	2	1	0	1	2	3	0	2	5	4	1	2	2	2	1	2	83	4	0	1	1	4	4	1	3	3	4	3	0	0	0	3	4	1	1	0	4	1	1	5	5	3	4	1	1	2	4	3	0	3	3	0	5	2	43	9	0	1	1	3	12	128	6	3	5	0	1	3	3	3	0	1	6	2	5	1	1	2	1	1	2	2	2	1	6	2	0	3	6	6	1	0	1	0	3	1	4	1	2	1	0	1	6	0	0	3	0	5	1	0	0	7	4	4	2	6	3	2	1	1	0	1	1	3	2	4	3	4
Del3:U3:R4	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	2	1	1	0	2	0	0	2	0	1	0	0	1	0	1	0	3	0	0	1	0	0	0	34	1	0	0	0	0	1	0	1	0	0	1	2	1	0	0	3	0	0	0	1	0	1	0	2	0	0	1	0	1	0	1	2	1	0	0	3	0	0	2	1	1	0	1	1	0	2	32	0	2	0	0	1	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	2	1	7	3	0	2	0	0	1	44	0	1	0	0	0	2	0	1	0	1	0	1	3	0	1	1	0	2	0	0	0	0	1	0	2	2	1	3	0	0	0	1	5	0	1	3	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	2	0	0	0	0	1	0	0	2	0	0	0	0	0	1
Del3:U3:R(5,9)	0	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	2	1	1	0	1	0	0	0	0	1	1	1	2	0	2	0	0	1	0	0	45	1	1	2	2	0	0	1	1	1	2	0	1	0	2	0	0	1	1	1	1	1	1	1	0	2	2	1	0	2	0	0	0	2	2	0	1	0	2	0	1	0	1	0	3	2	0	97	0	0	1	0	2	0	0	0	0	1	1	0	0	2	0	1	1	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	2	0	7	0	0	0	0	2	2	92	0	2	1	0	0	1	0	0	0	1	2	0	2	0	1	0	0	0	0	1	0	0	1	0	0	2	1	4	0	0	0	3	4	0	0	3	0	0	0	1	1	0	0	2	1	0	0	1	0	2	2	0	0	1	1	0	1	0	0	3	0	2	2	1	0	3
Del4:U1:R(5,9)	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	7	1	0	2	1	0	0	1	0	1	0	2	0	0	1	2	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	2	0	1	0	0	0	0	0	3	0	1	4	0	0	0	1	1	0	0	0	2	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	2	2	0	1	1	0	2	1	2	0	1	1	0	2	1	0	0	2	1	0	1	0	0	0	0	1	3	1	1	0	1	1	0	4	1	0	0	1	0	0	0	0	0	1	3	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1
Del4:U2:R3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	1	0	1	0	1	3	0	0	1	3	3	0	1	0	0	0	0	1	2	0	0	0	1	0	1	0	0	1	2	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Del4:U2:R4	1	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	1	2	1	1	0	1	0	0	0	1	0	2	0	12	0	1	1	0	1	1	0	1	0	0	3	0	0	0	1	0	2	1	0	0	2	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	2	1	0	2	1	0	0	1	0	1	0	0	0	2	1	1	1	0	0	1	2	0	0	0	0	0	0	0	5	0	0	0	0	1	1	25	2	0	2	2	0	0	1	0	0	0	0	0	2	0	0	0	2	0	3	0	1	2	0	0	2	0	1	1	1	0	3	1	0	0	1	5	1	0	1	1	3	1	0	1	0	1	0	1	0	3	0	1	1	1	0	0	0	2	0	0	0	1	2	0	1	0
Del4:U2:R(5,9)	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	1	3	2	3	0	0	1	0	2	1	0	0	2	0	2	3	1	45	2	2	2	0	0	1	1	1	0	2	3	4	1	1	1	2	0	1	0	0	1	7	1	0	1	2	3	0	3	0	0	1	1	2	0	1	0	2	0	1	0	1	0	1	0	0	83	5	0	1	0	0	1	1	0	0	1	1	0	1	5	0	0	0	0	0	0	1	0	3	1	3	2	2	1	0	0	1	1	2	2	1	1	0	8	7	0	1	0	1	3	93	1	5	2	0	1	1	0	0	0	1	1	0	5	2	1	1	0	1	3	1	0	2	1	1	0	2	2	7	1	0	2	5	2	0	0	15	1	1	0	0	2	0	0	2	0	3	2	1	0	1	0	1	1	0	1	1	1	2	0	0	1	0	5	1	2	3
Del4:U4:R2	4	2	1	4	4	1	6	1	0	3	6	5	11	0	0	6	2	6	9	3	5	5	4	14	1	7	1	9	7	10	6	5	5	5	5	2	2	10	4	93	9	8	7	10	5	4	6	1	3	9	7	5	10	7	2	3	8	0	5	6	0	12	3	9	15	6	7	2	12	5	7	9	1	9	0	9	2	11	7	4	1	9	8	3	4	6	58	11	3	7	3	4	3	3	8	0	11	10	0	1	9	2	5	3	3	3	10	5	8	19	8	9	7	6	3	2	9	4	3	0	8	2	6	2	37	17	1	9	1	9	15	117	9	9	4	5	3	9	15	9	6	2	6	4	22	3	5	4	8	6	25	11	4	6	10	5	6	21	11	16	2	2	9	4	7	0	9	13	4	4	3	4	10	4	1	1	6	4	9	8	1	9	3	3	4	13	3	4	1	5	5	5	1	13	5	6	4	10
Del4:U4:R3	0	2	1	3	1	0	0	2	0	1	0	1	5	0	0	1	2	1	1	1	3	2	0	8	2	0	2	4	2	5	1	1	3	5	1	0	1	3	2	41	3	1	2	1	0	0	0	1	0	0	2	1	1	2	3	0	2	1	0	0	3	2	1	2	2	3	4	1	4	1	2	1	1	0	0	1	2	1	4	1	0	1	0	1	2	2	33	1	0	3	0	3	1	0	2	0	4	2	0	0	0	0	1	0	0	0	0	4	1	3	2	1	3	1	2	0	5	1	4	1	2	2	1	0	11	0	0	1	0	2	8	47	1	0	1	1	1	4	1	0	1	2	2	1	5	1	2	1	0	2	8	5	1	2	4	2	2	5	3	13	1	0	1	1	2	0	1	2	2	1	1	1	4	1	0	1	1	3	2	2	0	4	2	1	0	0	1	0	0	2	2	1	2	0	3	3	0	3
Del4:U4:R4	0	1	0	0	0	0	0	0	1	1	0	0	3	0	0	0	1	0	3	0	0	1	0	3	1	1	0	1	1	1	1	0	0	1	0	0	0	2	1	28	4	2	0	0	0	2	0	1	0	1	1	2	1	0	2	0	1	0	0	0	0	2	0	0	4	0	0	0	0	1	1	1	0	2	1	2	0	0	1	1	0	1	0	1	3	1	19	1	1	0	1	2	0	0	2	1	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	1	2	3	0	0	1	1	0	0	0	0	1	0	13	1	0	2	0	1	2	26	3	4	2	0	1	0	0	0	2	1	1	2	1	0	0	0	1	1	1	4	0	1	1	1	1	2	0	2	2	0	0	3	2	0	0	5	1	0	0	0	1	0	0	1	1	0	1	2	0	4	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1
Del4:U4:R(5,9)	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	2	1	0	1	0	0	2	0	4	1	74	1	0	3	0	1	1	0	0	0	0	0	2	2	2	2	3	2	0	0	2	0	2	1	0	2	0	1	0	5	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	71	2	0	0	1	1	2	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	0	2	1	0	4	1	1	1	1	0	2	95	0	0	2	1	1	1	0	1	2	0	0	0	2	0	1	1	0	0	1	0	2	0	1	0	1	0	3	1	0	0	2	3	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	2	0	3	1	0	1	0	3	0	0	0	0	1	1	2	1	1	1	1
Del5:U1:R(5,9)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
Del5:U5:R2	3	0	1	1	1	1	0	0	0	1	1	1	2	1	1	3	0	0	2	0	0	2	2	2	0	0	1	2	3	4	2	1	5	1	1	0	1	1	0	22	3	3	0	6	2	2	0	1	1	2	0	3	0	1	1	0	1	0	0	2	0	1	1	2	0	1	4	2	4	1	3	3	3	2	1	2	2	2	1	1	0	0	0	2	1	2	5	5	0	1	1	0	5	1	1	0	5	6	1	0	3	1	1	0	1	0	1	2	3	4	1	2	1	0	2	0	2	1	2	1	2	4	1	2	5	3	0	3	1	0	8	21	3	1	2	2	0	4	5	2	3	1	2	2	6	1	0	0	1	0	8	3	1	2	4	2	2	6	3	4	0	0	3	2	1	0	2	1	1	1	0	0	5	2	0	0	1	4	1	3	0	6	2	6	3	5	1	1	0	1	0	1	1	1	2	2	0	2
Del5:U5:R3	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	9	0	2	0	1	0	0	0	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	12	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	2	1	0	0	0	2	0	0	4	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1
Del5:U5:R4	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	8	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	12	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Del5:U5:R(5,9)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	9	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	18	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Del(6,):U1:R(7,9)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U2:R(4,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	11	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	2	2	0	0	0	0	0	17	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	2	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
Del(6,):U3:R(3,9)	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	6	0	0	0	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	5	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2
Del(6,):U(4,):R(2,9)	0	1	1	7	0	3	0	0	1	1	5	3	6	0	0	8	0	2	3	3	1	3	5	6	1	3	5	2	3	18	3	4	3	3	8	1	0	2	4	19	10	5	4	6	0	2	4	2	3	1	7	4	8	12	2	9	16	2	1	7	1	2	3	2	5	3	16	3	5	6	5	3	2	3	1	9	5	3	4	8	4	2	2	1	5	3	35	9	0	2	3	5	4	4	1	0	6	11	6	1	10	1	6	1	2	2	3	2	3	10	1	3	4	3	0	2	2	3	6	1	3	0	5	4	16	2	1	5	5	1	7	41	13	1	5	3	2	8	1	9	4	6	10	0	6	2	2	4	3	2	1	6	1	0	3	2	1	5	11	8	2	1	7	9	4	4	8	5	7	1	0	6	9	3	3	2	3	2	1	3	0	16	2	1	7	9	4	0	1	4	2	3	2	2	7	2	0	9
Ins(2,4):M	1	0	0	5	1	0	2	1	2	1	2	1	1	1	2	4	0	1	3	4	0	3	4	12	5	13	8	10	21	33	17	18	15	11	16	15	3	21	13	409	24	12	17	8	13	8	10	15	10	5	36	12	20	18	32	18	42	17	2	15	15	25	6	10	20	2	17	14	21	10	14	14	7	4	5	14	2	7	24	36	4	6	1	4	11	16	293	8	9	11	9	14	14	8	9	12	13	10	2	9	16	4	17	13	7	7	15	8	12	41	22	9	21	9	8	5	7	8	4	8	10	14	18	4	43	42	6	14	8	15	14	548	29	22	17	10	7	21	9	10	5	8	24	12	24	6	7	16	3	13	13	10	7	6	19	6	18	12	10	34	12	7	11	16	25	4	22	202	8	9	4	8	22	19	8	17	4	13	6	8	3	28	12	9	11	18	10	14	3	9	9	9	12	21	33	11	8	33
Ins(5,):M	0	0	0	9	0	1	3	1	3	1	4	3	1	4	0	1	0	2	1	5	1	1	0	23	10	31	14	14	17	43	17	15	21	17	17	10	14	33	14	376	26	15	23	16	16	15	9	22	15	13	40	19	33	24	34	16	65	19	13	19	20	43	7	24	23	15	64	35	24	20	24	25	16	21	11	22	19	9	33	20	21	17	19	10	19	133	331	24	13	11	16	31	19	10	25	16	41	22	20	26	32	21	29	11	18	19	15	10	18	49	24	19	24	22	13	21	21	23	23	9	25	27	25	17	59	51	17	21	12	21	10	508	53	26	17	19	4	28	10	31	20	21	21	18	21	12	11	16	5	29	18	20	19	14	24	16	17	15	18	29	8	16	28	29	41	14	30	157	9	9	8	12	20	30	18	18	17	24	13	19	5	29	19	23	12	42	9	15	15	23	20	20	13	25	44	15	5	32
Ins2:U1:R0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	2	0	1	5	3	2	1	1	1	0	2	0	2	0	4	1	2	1	0	0	1	1	1	0	0	1	0	0	0	1	1	10	0	0	3	1	2	0	3	0	0	6	1	0	2	5	1	4	2	0	0	3	2	3	3	1	1	1	0	1	2	5	2	0	0	0	0	1	0	1	0	0	1	1	2	3	1	0	2	0	0	1	2	0	4	1	0	1	3	0	1	1	1	4	1	1	2	1	0	1	1	0	1	0	0	0	12	2	3	13	1	0	1	1	3	1	1	0	1	0	1	2	1	0	2	1	1	1	0	0	1	0	2	0	3	0	1	0	2	1	0	2	4	3	0	0	0	0	1	1	1	1	0	2	0	0	2	4	3	3	4	0	1	2	0	0	0	0	3	2	0	0	2
Ins3:U1:R0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Ins4:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ins2:U2:R0	0	1	0	2	1	0	0	1	1	0	0	0	1	1	1	0	0	2	1	3	0	1	0	3	1	2	3	2	8	5	3	10	5	3	6	3	1	3	6	33	9	6	8	1	4	1	1	4	3	1	4	1	4	2	5	4	15	5	3	2	5	5	2	2	3	1	8	1	2	2	6	5	2	1	1	4	0	1	2	5	3	0	3	3	5	1	24	2	3	1	4	3	5	1	1	4	1	4	1	3	3	2	6	0	3	1	3	1	2	8	4	4	5	2	1	0	4	1	4	2	5	3	1	1	3	2	0	3	2	3	1	49	8	3	20	3	0	1	2	5	4	3	6	4	2	2	1	2	0	1	6	0	1	1	5	2	3	2	3	8	2	1	1	0	3	0	4	9	2	2	1	3	3	3	2	3	0	3	3	4	1	4	4	2	0	12	2	2	3	4	2	1	2	2	3	1	2	5
Ins3:U3:R0	0	0	1	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	2	2	1	0	0	2	2	0	2	2	2	0	0	1	2	3	16	2	4	4	2	0	0	3	4	2	1	1	1	2	3	3	1	5	0	2	3	1	2	0	2	0	3	7	1	1	0	2	0	1	2	1	0	0	1	3	3	2	2	1	1	2	1	6	0	0	2	1	3	2	0	0	0	2	1	2	4	5	5	3	0	2	2	0	0	2	1	0	0	2	1	0	0	0	1	0	1	0	2	2	0	1	2	2	1	2	6	2	20	3	2	2	2	2	0	1	1	1	2	1	2	1	2	0	0	1	1	3	2	3	0	2	1	1	4	2	2	1	2	0	0	1	0	2	6	5	1	1	1	1	3	1	1	1	4	0	1	0	3	1	0	3	8	1	0	1	0	0	1	2	3	1	2	0	0
Ins4:U2:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	1	0	2	1	1	4	0	0	3	1	0	4	0	8	3	3	1	0	4	0	1	1	0	1	1	2	2	1	2	0	4	1	0	0	1	2	0	1	1	0	9	0	1	0	2	1	2	1	0	2	1	0	0	1	2	0	0	1	1	3	13	0	1	1	0	1	2	0	0	1	2	3	2	3	5	1	1	1	2	1	0	1	1	1	3	1	2	0	2	1	0	1	3	2	2	1	1	1	4	1	0	2	2	0	3	11	4	1	4	0	1	1	0	2	1	0	3	0	2	0	1	1	0	1	2	1	0	0	1	1	0	3	2	3	0	3	1	2	3	0	1	4	2	0	2	0	3	0	2	1	1	2	1	0	2	6	0	1	1	4	2	3	1	0	0	2	1	2	1	2	1	4
Ins(5,):R0	0	1	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18	21	9	17	4	26	40	13	40	6	3	2	1	2	4	3	47	11	4	3	5	2	38	1	17	5	1	41	40	35	6	6	4	23	3	39	4	3	13	3	17	8	6	112	3	4	8	34	90	8	3	7	28	13	4	6	6	60	9	46	3	3	407	59	3	1	10	13	44	5	1	42	13	26	27	42	16	27	25	15	17	7	6	4	19	9	31	38	34	27	66	7	44	15	33	5	11	80	11	15	24	53	13	36	30	53	25	22	64	28	26	21	33	2	43	13	48	9	28	6	27	64	5	1	15	11	28	5	7	14	5	8	6	4	6	8	15	32	26	32	44	24	23	36	23	7	13	18	8	6	7	7	7	7	8	5	9	17	18	6	49	26	77	5	44	21	5	4	2	7	7	9	4	2	10
