	SP90989	SP117290	SP116797	SP84743	SP84982	SP9816	SP124439	SP107363	SP97194	SP5559	SP28659	SP107439	SP102581	SP23925	SP2293	SP53810	SP52667	SP79243	SP116578	SP121761	SP80754	SP96116	SP102133	SP30113	SP67609	SP116276	SP50097	SP116919	SP114898	SP81312	SP92364	SP125584	SP22031	SP26649	SP8831	SP99013	SP107784	SP94741	SP90629	SP94933	SP2155	SP85818	SP1305	SP56553	SP62616	SP107371	SP29559	SP84384	SP57189	SP48189	SP102973	SP69077	SP112907	SP27825	SP55235	SP80615	SP125778	SP80217	SP21017	SP111114	SP54113	SP25494	SP103894	SP82103	SP56704	SP53618	SP116715	SP124369	SP102045	SP79427	SP111031	SP18787	SP31126	SP93540	SP90125	SP94348	SP79998	SP111175	SP107012	SP112290	SP93227	SP77956	SP21400	SP116520	SP112985	SP49229	SP114980	SP96118	SP110847	SP99325	SP114916	SP99329	SP99197	SP59368	SP101740	SP69898	SP17172	SP81137	SP17905	SP89909	SP31030	SP111119	SP102143	SP33688	SP110851	SP102897	SP123846	SP86775	SP114968	SP57629	SP16886	SP19295	SP63546	SP116819	SP102035	SP114973	SP125746	SP125732	SP114917	SP114937	SP114944	SP112777	SP124384	SP114903	SP975	SP105018	SP135287	SP90209	SP59803	SP94332	SP92659	SP112947	SP116545	SP23502	SP25350	SP49114	SP116365	SP123975	SP98953	SP5052	SP23775	SP59448	SP116676	SP111170	SP116589	SP101670	SP103080	SP107076	SP110242	SP125752	SP84392	SP96126	SP95126	SP24135	SP1365	SP57735	SP102957	SP3631	SP18310	SP112817	DRUP01010025T	CPCT02050439T	CPCT02340026T	CPCT02340014T	DRUP01330020T	CPCT02070336T	CPCT02050424T	CPCT02340081T	CPCT02020865T	DRUP01030028T	CPCT02020597TII	DRUP01340014T	WIDE01010510T	CPCT02100089T	CPCT02080153T	CPCT02020815T	CPCT02120078T	CPCT02450014T	CPCT02020413T	CPCT02070357T	CPCT02070053T	CPCT02010605T	CPCT02100101T	CPCT02040317T	CPCT02030278T	CPCT02250003T	DRUP01030015T	CPCT02050117T	CPCT02070466TII	WIDE01010470T	CPCT02210064T	CPCT02010648T	DRUP01050003T	CPCT02100090T	CPCT02050149T	DRUP01020002T	CPCT02030351T	CPCT02020476T	DRUP01010142T	WIDE01010075T	CPCT02130170T	WIDE01010028T	CPCT02080273T	CPCT02220047T	CPCT02100092T	CPCT02140107T	CPCT02050436T	CPCT02080045T	CPCT02070436T	CPCT02010408T	CPCT02060033T	CPCT02010523T	CPCT02020436T	DRUP01010022T	CPCT02040329T	CPCT02050104T	CPCT02010772T	CPCT02070465T	CPCT02030430T	CPCT02030516T	CPCT02030421T	CPCT02220023T	CPCT02010579T	CPCT02340022T	CPCT02160003T	CPCT02030447T	CPCT02060013T	CPCT02020561T	DRUP01230001T	CPCT02130140T	DRUP01340003T	CPCT02050349T	WIDE01010372T	CPCT02080157T	CPCT02440020T	CPCT02360007T	CPCT02060224T	CPCT02020413TII	CPCT02220069T	CPCT02050385T	CPCT02050211T	WIDE01010208T	WIDE01010040T	CPCT02340010T	CPCT02010867T	CPCT02310017T	CPCT02120032T	CPCT02340030T	CPCT02030532T	CPCT02150052T	DRUP01070080T	CPCT02100141T	CPCT02130144T	CPCT02130131T	CPCT02220045T	CPCT02160058T	CPCT02210016T	CPCT02040280TII	CPCT02130146T	WIDE01010134T	CPCT02010635T	WIDE01010556T	CPCT02370010T	CPCT02380029T	CPCT02380026T	CPCT02070024T	CPCT02060054T	CPCT02050370T	CPCT02010373T	WIDE01010071T	CPCT02130184T	CPCT02070373T	CPCT02140057T	CPCT02070069TII	CPCT02010786T	CPCT02011068T	CPCT02120021T	CPCT02180025T	CPCT02080110T	CPCT02180009T	CPCT02090032T	CPCT02160021T	DRUP01030018T	CPCT02160034T	CPCT02450007T	DRUP01010078T	CPCT02340110T	CPCT02070043T	CPCT02180033T	CPCT02060264T	CPCT02070192T	CPCT02060265T	CPCT02070058T	CPCT02060140T	CPCT02040114T	WIDE01010026T	CPCT02100044T	CPCT02060225T	DRUP01070015T	CPCT02040299T	CPCT02080078T	CPCT02030451T	CPCT02050390T	CPCT02190055T	CPCT02011010T	CPCT02070244T	CPCT02070353T	CPCT02060291T	CPCT02020789T	CPCT02070131T	CPCT02070450T	CPCT02070145T	DRUP01040016T	CPCT02110059T	WIDE01010539T	CPCT02010486T	WIDE01010016T	CPCT02080120T	CPCT02310006T	CPCT02050170T	CPCT02010530T	DRUP01050017T	CPCT02040113T	CPCT02240008T	CPCT02060246T	CPCT02010715T	CPCT02010662T	CPCT02140012T	CPCT02090019T	CPCT02080294T	DRUP01070038T	WIDE01010565T	WIDE01010404T	DRUP01070009T	CPCT02050192T	CPCT02010505T	CPCT02050089T	WIDE01010228T	DRUP01010106T	CPCT02020599T	CPCT02180068T	CPCT02020428T	CPCT02390002T	DRUP01340015T	CPCT02010794T	CPCT02370012T
T[Ins(C):R7]A	52	0	0	2	69	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	90	2	1	0	0	0	1	6	103	0	1	1	0	1	0	57	0	139	0	0	0	0	0	1	0	124	0	1	0	0	1	0	0	13	0	0	115	1	0	0	1	2	2	1	5	0	0	0	9	4	0	79	0	53	0	5	24	0	63	0	2	0	0	0	1	8	3	121	3	0	1	3	0	1	44	0	3	10	1	2	0	2	2	6	0	0	2	1	1	1	0	0	0	2	41	11	3	0	0	0	27	1	0	1	66	82	0	0	2	0	0	1	1	0	0	0	1	0	0	4	4	1	0	0	0	1	162	3	112	3	1	0	1	0	0	1	110	0	111	8	0	0	345	1	1	1	0	0	0	1	1	0	0	0	0	1233	0	2	0	0	55	1	0	0	1	0	0	9	5	0	107	0	0	0	1	6	55	24	0	0	118	0	2	0	0	2	0	0	0	4	1	36	0	0	0	0	16	0	0	1	2	3	1	0	1	5	29	73	1	0	0	61	2	33	0	0	0	2	87	2	0	1	2	7	14	0	151	0	70	4	2	0	0	0	142	2	160	0	1	4	1	36	2	30	0	0	2	0	0	0	1	0	82	1	1	0	1	1	0	2	163	1	0	2	1	1	8	0	59	1	0	0	0	2	1	0	58	1	0	0	1	1	4	2	0	1	0	21	3	1	114	0	6	0	1	2	1	26	0	75	1	0	1	0	4	2	1	0	12	1	0	1	0	0	6	3	1	0	5	0	1	1	1	3
T[Ins(C):R7]G	8	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	18	0	0	0	0	0	1	16	0	43	0	0	0	1	0	0	0	33	1	0	0	0	0	0	0	3	0	0	45	0	0	0	0	0	0	3	0	0	0	0	1	0	1	19	0	9	0	0	4	0	19	0	0	0	0	0	0	1	0	40	0	0	1	0	0	0	7	0	1	0	2	1	0	0	0	5	0	0	0	1	0	1	0	0	0	0	20	1	0	0	0	0	7	0	0	0	15	15	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	36	0	32	1	0	1	0	0	0	0	34	0	26	1	0	0	88	0	0	0	0	0	0	1	0	0	0	0	0	197	0	0	0	1	14	0	0	0	0	0	0	6	1	0	23	0	0	1	1	1	26	9	0	1	39	0	0	0	0	1	0	0	0	2	1	14	0	0	0	0	6	0	0	0	2	1	0	0	0	2	7	22	0	0	0	15	1	12	0	0	0	1	28	0	0	0	0	2	6	1	52	0	17	1	0	0	0	0	41	1	57	0	0	1	0	12	0	8	1	0	1	0	0	1	1	0	31	0	0	0	0	0	0	0	45	1	0	1	0	0	4	0	17	0	0	0	0	1	1	0	20	0	0	0	0	0	0	0	0	0	0	7	0	0	29	2	1	0	0	0	0	8	0	12	0	0	0	0	1	1	0	0	5	1	0	0	0	0	0	2	0	0	1	0	0	0	0	3
T[Ins(C):R7]T	17	1	0	0	21	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	24	1	1	0	0	0	0	1	31	0	1	0	1	0	0	25	1	57	0	0	1	0	0	0	0	41	1	0	0	0	1	0	1	5	1	0	43	0	0	0	0	1	0	0	1	0	0	0	2	0	1	26	0	18	0	0	15	0	26	0	1	0	0	0	0	0	0	44	2	0	0	1	0	0	14	1	1	10	1	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	17	5	1	0	0	0	6	0	1	0	26	33	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	57	1	30	1	0	0	0	0	0	1	51	0	45	1	0	0	122	0	0	0	0	0	0	0	0	0	0	2	0	761	0	1	0	1	22	1	1	0	1	0	0	8	1	0	53	0	0	1	0	2	19	2	0	0	35	0	0	0	1	0	1	0	0	1	0	13	0	1	0	1	14	0	0	0	0	1	0	0	0	3	9	18	0	0	0	20	0	8	0	0	0	0	36	1	1	0	1	2	3	0	68	1	33	1	4	0	0	1	61	1	50	0	0	1	0	25	1	10	1	0	0	0	0	0	0	2	27	0	2	0	1	1	0	0	69	2	0	0	0	1	4	0	20	0	0	0	0	0	2	0	23	1	3	0	0	0	3	1	0	0	0	12	0	0	55	1	1	0	0	0	0	10	0	21	0	0	0	0	1	1	1	1	11	0	0	2	0	0	1	1	0	1	4	0	0	0	0	0
T[Ins(C):R8]A	34	0	0	0	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	38	0	0	0	1	0	1	1	51	0	2	0	0	0	2	38	1	91	0	0	1	0	1	1	0	35	1	0	0	0	1	0	0	4	0	0	53	3	0	0	0	1	1	0	6	0	0	0	1	6	0	39	0	26	0	2	17	0	28	0	2	0	0	0	2	5	2	46	0	0	0	3	0	1	22	1	1	6	1	3	0	1	2	4	0	0	1	0	0	0	0	0	0	1	26	2	0	1	0	0	14	1	0	0	25	37	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	2	0	0	0	0	55	1	45	4	0	0	0	0	0	0	38	0	57	3	0	1	213	0	2	0	0	0	0	0	1	1	2	0	1	238	0	1	0	3	43	0	0	0	1	0	2	6	3	0	56	0	2	1	1	2	45	17	0	0	84	0	0	1	0	0	0	0	1	1	1	22	0	0	0	1	19	0	1	1	1	2	0	0	1	3	28	37	2	0	0	35	2	19	0	0	2	0	63	1	0	0	1	5	16	0	107	0	37	2	2	1	0	0	90	0	96	0	0	2	1	47	1	24	0	0	0	0	0	1	0	0	49	1	1	1	0	0	0	2	114	2	0	0	0	0	8	0	25	0	0	0	0	3	2	0	50	0	1	0	1	0	0	0	0	0	0	16	1	0	58	2	8	0	1	0	0	18	0	61	0	0	1	0	2	4	0	0	24	1	0	0	0	0	4	4	2	1	8	1	0	0	0	3
T[Ins(C):R8]G	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	1	5	0	14	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	3	0	2	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	6	0	9	1	0	0	0	0	0	0	5	0	11	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	9	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	7	1	0	1	16	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	7	0	0	0	1	0	1	0	1	0	4	12	0	0	0	8	0	5	0	0	0	1	15	0	0	0	0	0	1	0	18	0	5	0	0	0	0	0	17	0	16	1	1	0	0	6	0	2	0	0	0	0	1	0	0	0	11	0	1	0	1	0	0	0	19	0	0	0	0	0	3	0	9	0	0	0	0	0	1	0	5	0	1	0	0	0	1	1	0	0	0	0	0	0	8	1	1	0	1	0	0	1	0	10	0	0	0	0	0	0	0	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R8]T	7	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	9	0	0	0	0	0	0	3	0	22	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	1	0	0	0	0	0	0	1	1	0	12	1	10	0	1	3	0	6	0	2	0	0	0	0	1	0	16	0	0	0	0	0	1	4	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	8	1	1	1	1	0	2	0	0	1	2	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	13	0	10	0	0	0	0	0	0	0	12	0	13	0	0	1	67	0	0	0	0	0	0	0	1	0	0	0	0	112	0	1	1	1	7	0	0	0	1	1	1	2	1	0	24	0	0	0	1	2	12	4	0	0	36	0	0	0	0	0	0	1	0	2	1	6	1	1	1	1	7	0	0	1	0	0	0	0	0	2	14	12	1	0	0	13	1	8	0	0	1	0	17	0	0	1	1	2	4	0	35	0	11	1	1	0	0	0	25	0	36	0	0	0	0	14	0	7	0	1	0	0	0	1	1	0	12	0	2	0	0	0	0	0	35	0	0	1	0	0	1	0	8	1	0	0	0	3	2	1	6	1	0	0	0	0	0	0	0	0	0	6	2	0	26	0	3	0	0	0	0	9	0	16	1	0	0	0	2	1	0	0	7	0	0	1	0	0	1	2	0	0	0	0	0	0	1	2
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	18	3	0	40	6	3	40	1	2	0	1	17	0	1	0	10	2	0	0	3	2	6	38	6	4	0	3	0	4	20	47	0	13	0	2	2	4	31	2	87	3	0	5	2	1	1	0	14	9	0	3	2	2	1	7	87	7	0	46	14	5	1	9	1	3	2	15	16	6	0	10	3	3	41	3	29	0	21	17	3	68	1	33	0	0	1	0	2	3	53	2	0	2	10	6	5	34	77	120	3	3	4	0	1	3	7	2	0	7	5	44	11	1	0	2	1	25	5	3	2	2	0	15	4	1	8	20	63	2	3	27	0	0	10	1	4	1	1	1	3	2	8	5	9	1	0	1	2	52	2	23	8	0	3	0	2	4	0	48	3	105	12	1	96	91	8	114	0	6	5	5	0	6	1	2	19	11	295	2	9	0	11	53	4	1	4	3	2	3	131	13	1	263	2	1	6	2	18	38	16	6	9	101	2	5	3	5	1	4	0	4	19	4	53	5	170	17	9	31	5	1	14	12	58	7	3	1	8	107	71	103	8	3	63	5	35	3	0	1	7	113	3	8	5	29	18	10	13	232	7	67	17	18	2	6	4	197	10	95	6	0	18	13	62	4	33	6	18	14	4	4	2	3	2	68	4	5	3	5	5	12	8	161	14	5	23	3	6	19	2	46	3	5	1	4	9	7	4	70	6	2	2	4	4	5	4	2	20	6	18	4	1	128	4	17	2	5	1	2	35	8	93	10	3	7	0	31	10	3	5	41	7	5	4	1	4	15	17	10	5	22	0	7	1	10	19
A[Ins(T):R0]C	1	0	0	1	1	1	2	1	2	0	0	4	0	0	0	13	0	0	0	1	0	1	1	3	2	0	1	0	0	1	4	0	0	0	1	0	0	0	0	1	0	0	2	2	1	0	0	2	5	0	0	0	0	0	3	2	1	0	0	2	5	1	0	0	3	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	4	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	4	4	0	0	0	0	0	0	3	1	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	1	0	0	0	1	0	2	0	1	1	1	0	0	0	1	0	0	3	0	2	0	0	2	1	0	0	0	0	0	1	1	4	0	0	5	5	1	4	1	3	0	0	0	0	0	1	8	0	18	1	2	0	0	0	3	0	4	1	1	1	1	0	0	32	0	0	1	0	0	2	0	0	2	1	0	0	2	2	0	3	0	0	0	0	2	4	7	2	0	4	1	0	8	3	0	1	1	1	0	7	1	5	3	0	3	0	6	0	0	2	1	2	0	0	1	11	0	0	1	25	2	6	0	1	1	0	1	3	3	6	0	0	1	1	2	2	2	1	1	9	1	1	0	1	0	0	0	1	3	0	0	1	0	8	1	0	13	0	0	1	0	1	1	0	0	1	0	1	0	2	1	2	0	1	1	2	1	0	1	0	2	0	0	5	0	1	0	0	0	1	5	1	4	5	0	0	0	1	0	0	0	2	0	0	1	0	0	0	2	4	0	3	0	2	1	0	1
A[Ins(T):R0]G	15	1	0	1	19	1	2	0	1	0	0	8	0	0	0	23	1	0	0	0	0	1	11	8	3	0	0	0	1	12	29	0	8	0	2	1	2	14	0	33	1	0	3	1	1	1	1	19	12	0	2	0	0	0	6	94	3	0	14	5	4	0	4	2	5	5	3	1	1	0	1	1	1	16	0	4	0	3	9	2	192	0	17	1	0	0	0	1	2	36	1	0	1	0	0	0	6	1	138	5	1	0	0	1	1	7	0	0	1	2	27	3	0	0	0	0	4	3	0	0	0	0	6	1	1	1	4	52	0	0	10	0	0	1	0	2	0	3	0	0	0	2	0	2	0	0	0	3	43	1	28	3	0	0	0	5	0	0	40	0	36	3	0	4	25	3	12	2	1	1	1	3	0	0	0	21	1	31	1	1	0	0	3	6	2	2	1	1	1	41	3	0	183	0	0	3	0	1	15	16	1	2	12	2	0	2	0	1	3	1	0	2	0	13	5	6	1	2	0	0	1	20	0	41	1	0	2	2	20	13	4	4	1	13	1	18	1	0	3	1	29	0	1	2	45	3	2	0	924	5	28	0	2	0	0	2	25	20	27	4	0	2	3	23	2	7	2	1	18	0	2	1	10	2	23	0	1	1	2	1	1	0	37	2	1	20	0	0	4	0	13	5	0	1	2	2	6	0	8	1	1	0	0	2	2	0	0	3	0	7	0	0	41	1	2	0	2	0	1	3	4	9	11	2	0	1	4	1	1	1	4	2	1	0	0	0	3	3	11	0	1	0	4	14	3	0
A[Ins(T):R1]A	2	4	0	13	5	0	2	2	14	2	1	4	1	1	1	9	3	0	2	0	1	1	2	6	1	1	1	0	1	1	10	0	4	1	1	10	2	6	3	18	1	0	5	5	1	1	2	4	4	0	7	4	3	0	8	27	1	0	3	2	3	1	5	3	4	4	6	4	0	0	8	5	5	6	0	7	0	8	11	8	14	160	4	1	0	3	4	0	1	24	1	0	5	2	0	0	5	14	13	2	0	2	1	1	3	11	2	0	2	1	1	2	0	0	1	3	3	2	2	1	2	0	6	1	2	3	6	13	3	1	2	1	0	6	0	4	0	4	3	3	3	6	0	5	0	2	12	1	7	1	6	3	1	3	2	5	4	1	10	2	12	5	1	37	18	6	18	1	11	3	2	1	0	3	2	9	9	102	5	4	4	3	4	4	1	29	0	1	2	6	5	3	57	3	1	3	1	6	6	1	1	5	16	3	0	2	3	4	4	1	1	6	0	10	3	56	2	4	4	2	0	13	4	3	4	1	6	3	22	11	35	7	8	20	1	13	3	4	1	5	18	2	1	3	20	3	5	9	41	3	16	2	2	0	2	1	21	9	16	2	1	8	5	13	5	6	3	6	7	3	35	3	2	1	8	2	2	5	3	3	1	2	39	5	2	19	3	5	9	1	6	3	4	2	1	1	3	1	10	2	0	2	3	10	1	7	4	4	5	6	2	1	22	4	5	0	5	20	3	7	4	10	2	1	4	4	9	1	2	3	3	2	0	1	0	2	4	7	5	3	3	2	2	3	2	10
A[Ins(T):R1]C	0	0	0	7	1	0	1	0	7	0	1	1	0	0	0	6	0	0	1	0	0	0	0	1	3	0	3	0	0	0	9	0	1	1	0	3	1	3	2	9	0	0	2	2	0	0	0	2	0	1	2	0	0	0	2	8	1	0	4	2	6	3	2	2	3	1	1	3	2	0	0	0	3	1	0	1	0	0	2	6	12	178	1	0	0	1	0	0	0	9	0	0	0	0	1	1	0	3	5	0	0	2	0	2	0	4	0	0	3	0	0	3	0	0	0	0	3	0	1	0	0	0	1	0	1	0	1	6	0	1	2	2	0	1	0	1	0	1	1	1	3	1	1	1	0	0	2	0	7	1	1	1	0	1	1	1	0	1	4	0	5	0	1	4	6	0	9	0	0	0	1	2	0	0	0	7	1	29	1	0	0	0	2	5	0	3	0	0	3	8	0	0	39	1	0	3	1	0	1	2	1	0	1	1	0	1	1	0	0	1	3	0	2	0	2	9	0	1	0	0	0	4	0	1	1	2	0	0	37	4	4	0	1	6	2	6	0	2	3	4	7	2	0	0	15	2	1	1	46	0	2	0	1	0	1	0	3	4	4	0	0	3	5	2	0	1	2	3	4	1	7	0	0	1	3	0	1	1	2	1	2	1	7	2	0	5	1	2	1	1	0	3	2	1	3	0	1	1	2	3	0	0	1	2	1	0	2	2	1	2	0	1	4	0	1	0	0	1	1	1	1	0	1	0	0	0	0	2	2	0	0	1	0	1	1	1	0	1	1	0	1	0	3	3	3	1
A[Ins(T):R1]G	10	0	0	6	4	0	3	1	17	2	0	2	0	1	0	57	11	0	2	0	1	0	11	43	0	0	6	0	0	3	19	0	0	0	1	14	0	9	1	18	0	0	3	13	0	0	0	10	37	0	5	2	0	0	41	21	1	0	15	3	28	3	1	0	35	23	3	3	3	0	2	1	2	9	2	6	0	3	13	9	34	243	3	0	0	1	1	2	1	33	1	1	2	2	4	0	2	3	24	3	0	1	0	1	1	9	0	0	2	4	6	0	2	0	0	1	4	1	1	0	0	1	6	1	1	2	4	20	0	0	4	1	0	2	0	4	0	1	1	3	2	3	6	0	1	1	8	5	18	1	5	1	1	0	0	8	4	1	14	1	21	1	0	8	10	2	16	0	8	0	2	0	1	1	0	74	0	30	3	0	0	0	1	10	1	6	0	0	2	15	0	0	45	0	1	0	2	1	3	4	2	3	8	0	1	3	3	2	2	1	0	5	1	5	24	22	0	1	3	0	0	70	1	6	2	0	1	1	20	10	8	22	1	32	1	15	0	4	3	3	10	1	0	2	167	0	4	5	87	3	26	2	2	0	1	1	11	69	8	2	0	1	2	10	0	4	0	2	48	3	31	0	12	1	10	1	3	0	3	2	3	1	21	1	0	92	0	0	8	1	10	9	1	1	0	2	4	2	4	5	2	0	1	3	2	5	0	3	1	6	0	1	23	0	1	0	0	20	1	1	13	1	15	1	1	0	5	1	1	1	4	2	0	0	0	0	0	2	24	2	4	3	21	1	3	2
A[Ins(T):R2]A	6	2	0	5	3	1	1	0	24	0	0	0	0	0	0	2	0	0	1	0	0	1	16	1	0	0	1	0	3	0	24	0	3	1	1	2	2	19	2	39	0	0	2	0	1	0	1	16	5	0	5	1	3	1	5	13	1	0	16	1	2	2	3	2	2	0	1	0	0	0	0	1	2	13	2	14	0	6	15	6	12	92	6	0	0	1	1	2	3	41	0	0	1	0	1	2	8	5	13	5	0	3	0	2	1	14	0	0	1	1	6	4	1	0	2	1	8	2	0	2	2	0	2	3	1	1	10	10	0	0	4	3	0	3	0	1	1	2	2	3	3	3	2	2	0	0	7	2	28	0	22	5	0	1	2	0	7	1	22	0	22	3	3	9	27	4	11	0	15	2	1	1	0	1	1	5	3	126	2	1	0	4	15	1	0	79	0	0	2	12	4	0	53	0	0	2	0	11	12	8	1	4	23	2	0	3	4	2	0	0	4	9	3	15	2	18	13	0	6	0	0	7	2	5	3	1	1	2	22	13	11	2	3	28	1	24	1	1	2	3	19	0	0	1	9	2	1	2	50	2	36	5	6	0	1	1	37	7	25	3	1	5	4	22	4	14	4	1	5	3	8	1	3	3	21	0	2	0	2	0	1	2	49	12	0	4	1	4	10	4	18	0	0	1	2	2	2	0	20	0	2	1	3	3	1	8	0	2	3	9	4	2	36	3	7	0	0	4	2	9	3	18	0	1	1	1	11	1	0	1	7	3	3	2	0	0	1	1	3	2	2	0	0	1	3	5
